    0.100157851112552443E+01    0.547319211931713819E-03   -0.382249625461754150E+12
    0.145274365041547182E+01    0.793859790351331097E-03   -0.382249625461133789E+12
    0.105488478701867106E+01    0.576447638560076783E-03   -0.382249625460695923E+12
    0.974278976014757880E+00    0.532400162219216723E-03   -0.382249625460354370E+12
    0.103710190469918495E+01    0.566730131948259708E-03   -0.382249625459752441E+12
    0.114844780809988833E+01    0.627575725239205178E-03   -0.382249625459717285E+12
    0.765975177587450151E+00    0.418571418558208181E-03   -0.382249625459704346E+12
    0.134858952639920227E+01    0.736945509201811060E-03   -0.382249625459136597E+12
    0.115021155731965496E+01    0.628539573743565360E-03   -0.382249625459102173E+12
    0.512100793028039014E+00    0.279840798406619739E-03   -0.382249625458881958E+12
    0.112774921357972691E+01    0.616265866119097621E-03   -0.382249625458834473E+12
    0.149708838539150202E+01    0.818092393872779417E-03   -0.382249625458787109E+12
    0.124481119083843961E+01    0.680235128636575738E-03   -0.382249625458647522E+12
    0.114041564891622738E+01    0.623187499919781985E-03   -0.382249625458508911E+12
    0.117964748003289577E+01    0.644625981022545766E-03   -0.382249625458418152E+12
    0.996361330114863164E+00    0.544468078539174505E-03   -0.382249625458375610E+12
    0.143134230891783654E+01    0.782166233831785036E-03   -0.382249625458290100E+12
    0.583623331027724568E+00    0.318924731009145737E-03   -0.382249625458252747E+12
    0.137768778069985531E+01    0.752846361715103448E-03   -0.382249625458183838E+12
    0.920242516980642966E+00    0.502871751626599722E-03   -0.382249625458130615E+12
    0.116611345690015500E+01    0.637230204144700408E-03   -0.382249625458109497E+12
    0.463552792092645161E+00    0.253311405971027616E-03   -0.382249625458079346E+12
    0.145277151867837140E+01    0.793875271011711538E-03   -0.382249625457910034E+12
    0.117798976801708033E+01    0.643720072111881865E-03   -0.382249625457867920E+12
    0.103888356159783823E+01    0.567704591509156148E-03   -0.382249625457854248E+12
    0.117627692076725054E+01    0.642784073001247168E-03   -0.382249625457833496E+12
    0.114534713872750471E+01    0.625881478002916769E-03   -0.382249625457775085E+12
    0.137324909861139699E+01    0.750419805679163033E-03   -0.382249625457758545E+12
    0.144182757105405779E+01    0.787894904320168149E-03   -0.382249625457747803E+12
    0.135839045775743239E+01    0.742300218691134095E-03   -0.382249625457736145E+12
    0.769944293756711917E+00    0.420740454392760194E-03   -0.382249625457724976E+12
    0.117363477670358840E+01    0.641339424569154349E-03   -0.382249625457707886E+12
    0.375458411877077181E+00    0.205171655555728738E-03   -0.382249625457701050E+12
    0.588292813656485891E+00    0.321476378427568046E-03   -0.382249625457699158E+12
    0.124935933228102791E+01    0.682720411774513950E-03   -0.382249625457669434E+12
    0.502507426165438309E+00    0.274598401595407024E-03   -0.382249625457641052E+12
    0.133022604997967853E+01    0.726909626117327773E-03   -0.382249625457640869E+12
    0.920675772215931554E+00    0.503108538292039464E-03   -0.382249625457614868E+12
    0.633830315356263219E+00    0.346360632545257747E-03   -0.382249625457574646E+12
    0.209987270168489726E+00    0.114748887487388083E-03   -0.382249625457555786E+12
    0.998348962098751014E+00    0.545554178181923604E-03   -0.382249625457547791E+12
    0.135607526025592739E+01    0.741035087916816428E-03   -0.382249625457504700E+12
    0.272615187979223961E+00    0.148972312536049107E-03   -0.382249625457484741E+12
    0.130574739162905051E+01    0.713534008445097854E-03   -0.382249625457458496E+12
    0.133966076691199754E+01    0.732066187677261719E-03   -0.382249625457443604E+12
    0.149795438063528108E+01    0.818565754136514026E-03   -0.382249625457424072E+12
    0.122289204630856774E+01    0.668256368595317347E-03   -0.382249625457389954E+12
    0.508604313358340665E+00    0.277930074830224228E-03   -0.382249625457373535E+12
    0.101228657536450117E+01    0.553169809656590202E-03   -0.382249625457285767E+12
    0.139489728675300828E+01    0.762250519452373817E-03   -0.382249625457275269E+12
    0.147015963157192298E+01    0.803378104417557925E-03   -0.382249625457244873E+12
    0.962697600403601972E+00    0.526072239242778841E-03   -0.382249625457208923E+12
    0.113727084037943316E+01    0.621468187160661772E-03   -0.382249625457188660E+12
    0.112334780452404392E+01    0.613859865156238227E-03   -0.382249625457177673E+12
    0.572631985383470710E+00    0.312918395338786747E-03   -0.382249625457150757E+12
    0.408179524323668053E+00    0.223052048476886301E-03   -0.382249625457144470E+12
    0.110392477256412458E+01    0.603246041509785942E-03   -0.382249625457133484E+12
    0.103033020472068548E+01    0.563029866788079076E-03   -0.382249625457131348E+12
    0.270201415282477597E+00    0.147653283665139423E-03   -0.382249625457124817E+12
    0.110882119964361148E+01    0.605922403698651822E-03   -0.382249625457120850E+12
    0.697574922494432759E+00    0.381193830385376231E-03   -0.382249625457103027E+12
    0.114964609614090763E+01    0.628231425568366825E-03   -0.382249625457090942E+12
    0.472891733201345366E+00    0.258414410448042791E-03   -0.382249625457057251E+12
    0.755782599875080119E+00    0.413002208285045882E-03   -0.382249625457037964E+12
    0.123360414032848453E+01    0.674110087695512211E-03   -0.382249625457034058E+12
    0.142575666951889257E+01    0.779112945450702310E-03   -0.382249625457021667E+12
    0.142600077677536863E+01    0.779246340492095822E-03   -0.382249625457011108E+12
    0.826912671894870055E+00    0.451871194127171922E-03   -0.382249625457007507E+12
    0.107235709745447005E+01    0.585995715441697926E-03   -0.382249625456998962E+12
    0.257318819263090970E+00    0.140613504306925799E-03   -0.382249625456992065E+12
    0.116418613412502392E+01    0.636176225836378585E-03   -0.382249625456955688E+12
    0.716153749124108896E+00    0.391346765514023255E-03   -0.382249625456948303E+12
    0.138959317877296318E+01    0.759352019417560038E-03   -0.382249625456944946E+12
    0.900407904465010844E+00    0.492033618226112241E-03   -0.382249625456935791E+12
    0.124930678692802122E+01    0.682690900319227818E-03   -0.382249625456927246E+12
    0.119866654207740919E+01    0.655018247562582463E-03   -0.382249625456915649E+12
    0.915384915434872326E+00    0.500217899065975922E-03   -0.382249625456910522E+12
    0.130522724118451094E+01    0.713249712471597996E-03   -0.382249625456903931E+12
    0.555421840974316239E+00    0.303513790868964602E-03   -0.382249625456896484E+12
    0.109608770788316812E+01    0.598963453656329507E-03   -0.382249625456895264E+12
    0.126669917187724868E+01    0.692195073200579437E-03   -0.382249625456891357E+12
    0.116098064430226766E+01    0.634424574540121068E-03   -0.382249625456882324E+12
    0.399443741564395549E+00    0.218278338664124792E-03   -0.382249625456870422E+12
    0.146647703617103753E+01    0.801365682088222555E-03   -0.382249625456866882E+12
    0.606900954000854309E+00    0.331644876989830608E-03   -0.382249625456857666E+12
    0.738924551900479454E+00    0.403790009418726929E-03   -0.382249625456852722E+12
    0.134811884103912538E+01    0.736688090944695559E-03   -0.382249625456828857E+12
    0.988546379083715454E+00    0.540196879894545303E-03   -0.382249625456823853E+12
    0.303576614435821845E+00    0.165891195149669524E-03   -0.382249625456809937E+12
    0.442432956684434553E+00    0.241770046132520531E-03   -0.382249625456799683E+12
    0.129724879755557110E+01    0.708889102749922593E-03   -0.382249625456798462E+12
    0.131811048961124966E+01    0.720289096086016139E-03   -0.382249625456788452E+12
    0.148931334317413189E+01    0.813844714244648759E-03   -0.382249625456767578E+12
    0.142801508258119969E+01    0.780347891285709653E-03   -0.382249625456767456E+12
    0.849085200500197868E+00    0.463987518422656218E-03   -0.382249625456752502E+12
    0.118661416839297118E+01    0.648432176029185587E-03   -0.382249625456742554E+12
    0.120139821693313564E+01    0.656511664598561436E-03   -0.382249625456726074E+12
    0.393533317141748329E+00    0.215048773341878889E-03   -0.382249625456719849E+12
    0.461863840209350340E+00    0.252388420274422777E-03   -0.382249625456716797E+12
    0.133477708571267240E+01    0.729397390884110571E-03   -0.382249625456715149E+12
    0.276342152525677009E+00    0.151008768365488966E-03   -0.382249625456714905E+12
    0.148046522678373682E+01    0.809009595929646849E-03   -0.382249625456698364E+12
    0.107627303808623376E+01    0.588135632127160558E-03   -0.382249625456690247E+12
    0.121937700411747985E+01    0.666336281001859813E-03   -0.382249625456673523E+12
    0.995514640701146813E+00    0.544004740709441324E-03   -0.382249625456664062E+12
    0.117798168358507160E+01    0.643715544055285848E-03   -0.382249625456654175E+12
    0.143622652777786119E+01    0.784834305000767685E-03   -0.382249625456654053E+12
    0.126861295217254000E+01    0.693240896433222707E-03   -0.382249625456648193E+12
